Year,Name,College,POS,Height,Weight,HandSize,ArmLength,Wonderlic,FortyYard,BenchPress,VertLeap,BroadJump,Shuttle,ThreeCone,SixtyYdShuttle,Touches,RushAvg,RushTDPct,RecAvg,RecTDPct,Rookie AV
2009,Knowshon Moreno,Georgia,RB,70.625,217,,,,4.5,25,35.5,115,4.27,6.84,,551,5.5,0.06,12.2,0.038,21
2009,Shonn Greene,Iowa,RB,70.5,227,,,,4.62,19,37,121,4.4,7.1,,387,5.9,0.059,6.5,0,21
2009,Donald Brown,Connecticut,RB,70.25,210,,,,4.46,,41.5,125,4.1,6.93,11.3,746,5.4,0.047,5.8,0.042,17
2009,Chris Wells,Ohio St.,RB,73,235,,,,4.52,25,33.5,128,,,,600,5.8,0.051,5.6,0,15
2009,LaRod Stephens-Howling,Pittsburgh,RB,66.5,180,,,,,,,,,,,481,4.6,0.035,8.7,0.019,10
2009,Mike Davis,South Carolina,RB,69.125,202,,,,,,,,,,,596,4.3,0.036,9.1,0.027,10
2009,Rashad Jennings,Liberty,RB,73,231,,,,4.59,29,34,120,4.2,6.86,11.46,91,4.8,0.012,7,0,10
2009,Bernard Scott,Abilene Christian,RB,70.25,200,,,,4.44,21,36,125,4.08,6.82,,0,,,,,9
2009,Mike Goodson,Texas A&M,RB,71.875,208,,,,4.46,14,39.5,118,4.22,6.89,,464,5.3,0.035,9.6,0.078,7
2009,Kahlil Bell,UCLA,RB,70.75,212,,,,4.74,15,34.5,114,4.2,6.87,,424,4.4,0.043,6.8,0.034,5
2009,Chris Ogbonnaya,Texas,RB,71.75,220,,,,4.57,19,35,111,4.29,6.85,,215,4.3,0.057,10.6,0.04,5
2009,Andre Brown,North Carolina St.,RB,72.125,224,,,,4.37,24,37,115,4.33,7.35,,593,4.9,0.042,9,0.029,4
2009,Javon Ringer,Michigan St.,RB,69.125,205,,,,4.55,23,34,115,4.11,6.87,,939,5.2,0.04,7.5,0.01,4
2009,Cedric Peerman,Virginia,RB,69.5,216,,,,4.34,27,40,117,4.29,6.99,,448,4.6,0.039,5.2,0.015,3
2009,Tyrell Sutton,Northwestern,RB,68,211,,,,4.68,,33,114,4.32,6.94,,880,5.3,0.042,8.3,0.04,2
2009,Aaron Brown,TCU,RB,72.5,200,,,,,,,,,,,568,5.3,0.041,10.6,0.062,2
2009,Glen Coffee,Alabama,RB,72.125,209,,,,4.5,24,36,121,4.51,7.35,,452,5.1,0.034,8.4,0.048,2
2009,Jeremiah Johnson,Oregon,RB,68.875,209,,,,4.62,20,35,115,,,,385,6.7,0.086,8.4,0.028,1
2009,James Davis,Clemson,RB,71,218,,,,4.55,17,32,109,4.37,7.15,,804,5.2,0.062,8.6,0.039,1
2009,Anthony Kimble,Stanford,RB,72.25,216,,,,4.6,17,36,122,4.4,7.08,,475,4.7,0.043,8.1,0.05,0
2009,Branden Ore,West Liberty (WV),RB,70.875,214,,,,4.61,21,36,112,4.44,7.35,,660,4.5,0.05,9.3,0.047,0
2009,Devin Moore,Wyoming,RB,69.625,187,,,,,,,,,,,618,5.4,0.027,5.8,0.015,0
2009,Ian Johnson,Boise St.,RB,71.25,212,,,,4.41,26,33,116,4.18,6.93,11.63,813,5.6,0.077,10.7,0.017,0
2009,Kory Sheets,Purdue,RB,71.125,208,,,,4.39,15,37,121,4.39,7.18,11.7,772,5,0.072,7.5,0.046,0
2009,Marlon Lucky,Nebraska,RB,71.375,216,,,,4.5,18,33.5,114,,7.1,,650,4.6,0.043,10.2,0.03,0
2009,P.J. Hill,Wisconsin,RB,70.25,222,,,,,,,,,,,809,5.1,0.055,9.2,0.051,0
2009,Gartrell Johnson,Colorado St.,RB,70.25,219,,,,4.75,20,34,114,,,,517,5.2,0.038,8.8,0.044,0
2009,Javarris Williams,Tennessee St.,RB,69.5,223,,,,4.51,25,33.5,116,,,,0,,,,,0
2010,Ryan Mathews,Fresno St.,RB,71.625,218,,,16,4.37,19,36,121,4.33,7,,553,6.1,0.073,14.1,0.105,36
2010,C.J. Spiller,Clemson,RB,70.625,196,,,10,4.27,18,,,,,,729,5.9,0.053,11.5,0.089,30
2010,LeGarrette Blount,Oregon,RB,72.5,241,10,33.5,16,4.7,18,35,117,4.49,6.85,,163,6.8,0.119,3.8,0,18
2010,James Starks,Buffalo,RB,74.125,218,,,,4.5,15,36,119,4.23,6.89,,825,4.5,0.049,7.1,0.024,15
2010,Joique Bell,Wayne State (MI),RB,71.25,220,9,31.5,,4.68,,36.5,120,4.17,6.84,11.33,0,,,,,14
2010,Toby Gerhart,Stanford,RB,72,231,,,,4.5,22,38,118,4.25,6.94,,710,5.2,0.066,10.1,0,14
2010,Ben Tate,Auburn,RB,71,220,9,31.25,,4.34,26,40.5,124,4.12,6.91,,731,4.9,0.035,6.3,0,13
2010,Jahvid Best,California,RB,70.125,199,,,24,4.34,18,32.5,113,4.17,6.75,,426,7.3,0.08,8.6,0.097,13
2010,Jonathan Dwyer,Georgia Tech,RB,71.25,229,8.63,31,17,4.64,15,33,107,4.67,7.56,,532,6.2,0.068,17.5,0.067,8
2010,Joe McKnight,USC,RB,71.375,198,,,,4.4,18,36.5,120,,,,413,6.4,0.037,8.2,0.03,6
2010,Keiland Williams,LSU,RB,70.875,233,,,,,,,,,,,327,5.7,0.057,9.8,0.071,5
2010,Anthony Dixon,Mississippi St.,RB,72.75,233,,,25,4.67,15,33,121,4.49,7.09,,966,4.4,0.046,8,0.071,4
2010,Deji Karim,Southern Illinois,RB,68.625,209,,,,,,,,,,,0,,,,,4
2010,Montario Hardesty,Tennessee,RB,71.75,225,,,25,4.49,21,41,124,4.14,6.87,,598,4.3,0.046,10.7,0.026,4
2010,Keith Toston,Oklahoma St.,RB,71.75,213,9.25,32.75,,4.66,22,32,110,4.67,,,524,5.8,0.057,9.9,0.059,2
2010,Javarris James,Miami (FL),RB,72.25,215,,,,4.58,21,36,115,,,,560,4.3,0.036,9.1,0.018,1
2010,Andre Dixon,Connecticut,RB,72.75,205,10.13,32.25,,4.56,,40,117,4.19,6.99,11.55,452,4.7,0.041,10.8,0.054,0
2010,Brandon James,Florida,RB,66.375,186,8.75,29.75,,4.47,14,,,,,,104,5,0.033,8.8,0.047,0
2010,Brandon Minor,Michigan,RB,72,214,,,,,,,,,,,341,5,0.06,7,0.2,0
2010,Chris Brown,Oklahoma,RB,70.375,210,9.13,29,,4.55,17,36,115,,,,671,4.7,0.067,7.3,0.068,0
2010,Darius Marshall,Marshall,RB,69.25,190,9,30.75,,4.59,14,35.5,109,4.39,,,616,5,0.033,5.8,0,0
2010,Lonyae Miller,Fresno St.,RB,71.5,221,8.88,30.75,,4.43,26,36.5,120,4.54,7.2,,388,5.5,0.053,6.5,0,0
2010,Pat Paschall,North Dakota St.,RB,71.625,209,9.25,32.63,25,4.65,15,38.5,118,4.33,7.02,11.39,0,,,,,0
2010,Shawnbrey McNeal,SMU,RB,69.125,194,9.38,30.5,,4.53,14,36,117,,,,300,5,0.056,9.1,0.065,0
2010,Stafon Johnson,USC,RB,70.875,214,8.75,30.38,,4.62,13,35.5,118,,,,283,5.7,0.07,5.4,0,0
2010,Charles Scott,LSU,RB,71.375,238,9.5,33,26,4.68,,30.5,111,4.47,6.98,,455,5.5,0.075,8.4,0.097,0
2011,DeMarco Murray,Oklahoma,RB,71.625,213,9.25,32,,4.37,21,34.5,130,4.18,7.28,,916,4.9,0.066,10,0.083,45
2011,Stevan Ridley,LSU,RB,71.25,225,9.25,31.88,,4.65,18,36,118,4.21,6.78,,323,4.6,0.062,5.5,0,24
2011,Mark Ingram,Alabama,RB,69.125,215,9.5,30.75,,4.62,21,31.5,113,4.62,7.13,,632,5.7,0.073,11.2,0.067,19
2011,Jacquizz Rodgers,Oregon St.,RB,65.875,196,8.88,30.5,,4.59,,33,113,4.26,7.31,,939,4.9,0.058,7,0.033,18
2011,Shane Vereen,California,RB,70.25,210,9,30.63,,4.49,31,34,115,4.28,6.95,11.58,630,5.1,0.052,9.1,0.081,17
2011,Roy Helu,Nebraska,RB,71.5,219,10.25,31.38,,4.4,11,36.5,119,4.01,6.67,11.07,632,5.9,0.048,9.3,0,13
2011,Daniel Thomas,Kansas St.,RB,72.25,230,9,32.38,,4.63,21,,,,,,597,5.2,0.055,8.2,0,12
2011,Kendall Hunter,Oklahoma St.,RB,67.25,199,8.75,31,,4.46,24,35,122,4.21,6.74,11.19,771,5.9,0.052,8.2,0.032,12
2011,Bilal Powell,Louisville,RB,70.5,207,8.75,30.88,,4.52,18,,,,,,481,5.4,0.044,7.6,0.067,9
2011,Matt Asiata,Utah,RB,71,229,9.5,30.13,,4.77,22,30,104,4.37,7.09,11.96,433,4.6,0.063,7.3,0.037,7
2011,Alex Green,Hawaii,RB,72.25,225,9.13,32,,4.45,20,34,114,4.15,6.91,,270,7.1,0.086,12.1,0.053,5
2011,Mikel Leshoure,Illinois,RB,71.625,227,9.5,32.63,,4.56,21,38,122,4.4,6.82,,461,6,0.054,11.9,0.135,5
2011,Evan Royster,Penn St.,RB,71.625,212,9.25,30.75,,4.65,20,34,113,4.18,7.07,,747,5.7,0.042,9.2,0.049,4
2011,Jordan Todman,Connecticut,RB,68.875,203,9.38,32,,4.4,25,38,126,4.18,7.24,11.25,658,5.2,0.05,6.7,0,4
2011,Shaun Draughn,North Carolina,RB,70.875,213,10,31,,4.73,21,34,118,4.2,7.15,,501,4.6,0.022,5.4,0.02,2
2011,Dion Lewis,Pittsburgh,RB,66.625,193,8.75,28.13,,4.56,17,34.5,112,4.18,6.9,11.39,596,5.3,0.055,7.8,0.019,2
2011,Taiwan Jones,East. Washington,RB,71.625,194,8.75,29.5,,4.53,13,32,115,4.33,7.25,,0,,,,,2
2011,Armando Allen,Notre Dame,RB,68.25,199,8.75,30.25,,4.52,23,,,,,,588,4.6,0.017,7,0.025,1
2011,Brandon Saine,Ohio St.,RB,71.25,220,9.25,30.63,,4.4,22,34.5,113,4.25,6.98,,356,4.7,0.03,11.2,0.145,1
2011,Allen Bradford,USC,RB,70.875,242,9.38,32.13,,4.53,28,29,113,4.39,6.97,,281,5.9,0.06,12.6,0.286,1
2011,Anthony Allen,Georgia Tech,RB,72.75,228,9.63,30.38,,4.56,24,41.5,120,4.06,6.79,11.46,579,5.6,0.06,12.2,0.152,1
2011,Baron Batch,Texas Tech,RB,69.625,207,,,,,,,,,,,607,5.4,0.058,7.9,0.036,1
2011,Da'Rel Scott,Maryland,RB,71,211,9,32.5,,4.4,19,34,117,4.2,7.15,11.51,478,5.6,0.04,10.6,0.083,1
2011,Ryan Williams,Virginia Tech,RB,69.375,212,9,30.75,,4.59,19,40,123,4.18,6.96,11.4,429,5.3,0.074,11.1,0.077,1
2011,Damien Berry,Miami (FL),RB,70.25,211,9.38,32.25,,4.58,23,33.5,120,4.12,7,,298,5.4,0.046,11,0.067,0
2011,Darren Evans,Virginia Tech,RB,72,227,9.75,31.75,,4.56,26,35,111,4.46,6.96,11.78,464,4.8,0.05,8.3,0,0
2011,Derrick Locke,Kentucky,RB,68.25,188,9,28.88,,4.37,16,37.5,118,4.15,6.98,,613,5.1,0.042,9.3,0.032,0
2011,Graig Cooper,Miami (FL),RB,70,205,9.5,31.75,,4.6,18,,114,4.03,6.66,,531,5.1,0.028,6.1,0.045,0
2011,John Clay,Wisconsin,RB,72.5,230,8.75,31,,4.83,,29,111,,,,640,5.4,0.065,6.5,0,0
2011,Jonathan Williams,East Carolina,RB,71.5,212,,,,,,,,,,,326,5.3,0.06,7.6,0.016,0
2011,Mario Fannin,Auburn,RB,70.375,231,9.5,30.75,,4.37,21,37.5,115,4.21,6.99,,330,5.9,0.047,10.2,0.093,0
2011,Noel Devine,West Virginia,RB,67.5,179,8.63,29.25,,4.34,24,,,,,,826,5.9,0.04,7.2,0.02,0
2011,Vai Taua,Nevada,RB,69.5,213,9.25,31.13,,4.65,20,34.5,112,4.18,6.89,,772,6.5,0.063,9.4,0.131,0
2011,Jamie Harper,Clemson,RB,71.375,233,8.88,30.38,,4.53,24,36.5,120,4.39,7.16,,361,4.2,0.039,8,0.06,0
2011,Jay Finley,Baylor,RB,70.875,203,,,,,,,,,,,518,5.6,0.046,10.4,0.075,0
2011,Johnny White,North Carolina,RB,69.875,209,9.13,30,,4.5,,32.5,117,4.31,7.07,11.62,293,5.1,0.033,10.9,0.021,0
2012,Doug Martin,Boise St.,RB,69.25,223,9,30.5,,4.46,28,36,120,4.16,6.79,11.29,684,5.6,0.07,10.7,0.06,31
2012,Alfred Morris,Florida Atlantic,RB,69.875,219,10.25,31.38,,4.63,16,35.5,117,4.19,7.01,11.86,763,4.8,0.037,10,0.133,30
2012,Lamar Miller,Miami (FL),RB,70.75,212,9.25,31.38,,4.34,,33,,,,,363,5.7,0.045,6.5,0.036,25
2012,Trent Richardson,Alabama,RB,69.25,228,9.5,30.25,,4.49,,,,,,,608,5.8,0.065,10.7,0.103,18
2012,Ronnie Hillman,San Diego St.,RB,68.75,200,8.5,30,,4.42,17,37,,,,,606,5.7,0.063,10.2,0.061,16
2012,Robert Turbin,Utah St.,RB,70,222,9.75,31,,4.42,28,36,122,4.31,7.16,,632,5.9,0.071,12.6,0.164,13
2012,Bernard Pierce,Temple,RB,72.25,218,9.25,31.5,,4.45,17,36.5,123,4.28,7.07,,682,5.4,0.08,9.4,0.053,10
2012,Bryce Brown,Kansas St.,RB,71.5,223,,,,,,,,,,,115,4.6,0.029,12.7,0.091,10
2012,Brandon Bolden,Mississippi,RB,70.875,222,10,32.25,,4.55,21,38,119,4.44,6.96,,562,5.3,0.056,10.6,0.079,9
2012,Daryl Richardson,Abilene Christian,RB,70.375,192,,,,4.47,,,,,,,0,,,,,7
2012,Chris Polk,Washington,RB,70.5,215,9.75,31.5,,4.52,,31.5,111,4.21,7.13,,878,5.1,0.033,8.6,0.051,6
2012,Dan Herron,Ohio St.,RB,69.75,213,9,32,,4.57,22,35,117,4.04,6.97,11.6,636,4.8,0.054,7,0.023,5
2012,David Wilson,Virginia Tech,RB,69.625,206,9.38,30.25,,4.38,,41,132,4.12,7.09,11.59,499,5.8,0.039,9.8,0.135,5
2012,Vick Ballard,Mississippi St.,RB,70.25,219,9.5,31.75,,4.59,23,33,115,4.19,7.03,,409,5.7,0.077,9.8,0.067,5
2012,Foswhitt Whittaker,Texas,RB,69,193,9.25,,,4.49,20,,,,,,336,4.7,0.046,6.4,0.014,4
2012,Jonas Gray,Notre Dame,RB,69.75,223,10,31.38,,4.58,20,,,,,,200,5.8,0.063,9.5,0,4
2012,LaMichael James,Oregon,RB,68,194,9,30.25,,4.35,15,35,123,4.12,6.88,,822,6.6,0.069,11.5,0.078,2
2012,Chris Rainey,Florida,RB,68.375,180,9.5,30.75,,4.36,16,36.5,120,3.93,6.5,11.06,465,6.2,0.033,11.5,0.087,1
2012,Cyrus Gray,Texas A&M,RB,70.375,206,9.13,29.5,,4.4,21,32.5,114,,7.17,,735,5.2,0.047,7.5,0.058,1
2012,Edwin Baker,Michigan St.,RB,68,204,8.13,29.63,,4.44,20,35,111,4.31,7.27,,477,5,0.041,8.3,0.067,1
2012,Isaiah Pead,Cincinnati,RB,70.125,197,8.63,31,,4.39,,33,116,4.32,6.95,,632,6,0.05,8.3,0.069,1
2012,Darrell Scott,South Florida,RB,72.125,231,8.25,32,,4.68,,31.5,,,,,291,4.8,0.023,11,0.036,0
2012,Davin Meggett,Maryland,RB,68.25,211,9.5,30.13,,4.5,23,35,118,4.32,7.14,11.53,531,5,0.037,9.9,0.043,0
2012,Jewel Hampton,Southern Illinois,RB,68.625,218,9.63,31,,4.56,26,,,,,,121,4.9,0.068,2,0.333,0
2012,Lennon Creer,Louisiana Tech,RB,71.375,219,9.25,31.5,,4.67,21,33.5,110,4.4,7.26,,567,5.1,0.046,6.2,0.021,0
2012,Marc Tyler,USC,RB,70.625,219,9.5,32,,4.7,19,30.5,110,,,,363,5.2,0.045,8.4,0.069,0
2012,Mike Ball,Nevada,RB,68.5,206,9.13,31,,4.54,21,36,112,4.23,7.1,11.84,219,6,0.061,5,0.174,0
2012,Tauren Poole,Tennessee,RB,70,205,8,29.75,,4.48,24,34,118,4.19,7.36,,468,4.5,0.038,7.6,0.022,0
2012,Michael Smith,Utah St.,RB,68.5,207,,,,4.36,,,,,,,222,7.1,0.082,11.2,0.105,0
2012,Terrance Ganaway,Baylor,RB,71.5,239,9.25,31.63,,4.61,,37.5,119,4.25,7.15,11.65,485,5.5,0.072,11.1,0.083,0
2013,Le'Veon Bell,Michigan St.,RB,73.375,230,9.58,,,4.6,24,31.5,118,4.24,6.75,,749,5,0.049,6.8,0.013,45
2013,Eddie Lacy,Alabama,RB,71,220,9.48,31,17,4.55,,,,,,,390,6.8,0.085,9.7,0.057,36
2013,Giovani Bernard,North Carolina,RB,68.375,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41,515,5.9,0.059,9.3,0.065,31
2013,Latavius Murray,Central Florida,RB,74.625,223,,,,,,,,,,,503,5.4,0.082,10.5,0.12,19
2013,C.J. Anderson,California,RB,68.125,224,9.08,30,,4.6,17,32,119,4.12,7.15,,220,5.7,0.061,15.9,0.091,18
2013,Andre Ellington,Clemson,RB,69.25,199,9.38,31,,4.61,,34,122,,,,680,5.5,0.053,8.6,0.034,16
2013,Theo Riddick,Notre Dame,RB,70.125,201,8.68,30,,4.68,,32,118,,,,364,4.8,0.02,10.5,0.067,16
2013,Spencer Ware,LSU,RB,70.125,228,,,,,,,,,,,334,4.2,0.034,10.4,0.051,13
2013,Zac Stacy,Vanderbilt,RB,68.375,216,8.58,30.25,,4.55,27,33,122,4.17,6.7,,627,5.4,0.052,9,0,11
2013,Knile Davis,Arkansas,RB,71.375,227,8.58,29.75,,4.37,31,33.5,121,4.38,6.96,,381,5.3,0.054,9.3,0.063,10
2013,Christine Michael,Texas A&M,RB,70,220,9.38,31.5,11,4.54,27,43,125,4.02,6.69,11.56,573,5.3,0.064,7.3,0.023,9
2013,Chris Thompson,Florida St.,RB,67.125,192,9.28,30.25,,4.42,21,,,,,,322,6.3,0.051,9.6,0.022,8
2013,Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,,4.66,15,32,118,4.4,6.88,,983,5.6,0.083,10.1,0.102,8
2013,Joseph Randle,Oklahoma St.,RB,72,204,8.68,31.75,,4.63,,35,123,,,,672,5.5,0.071,8.5,0.028,7
2013,Mike Gillislee,Florida,RB,71.125,208,9.38,31.13,,4.55,15,30.5,119,4.4,7.12,12.02,412,5.3,0.051,7.9,0.087,6
2013,Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,,4.73,21,39,125,4.09,6.85,11.51,695,5.2,0.047,8.5,0.083,5
2013,Kerwynn Williams,Utah St.,RB,68.125,196,9.18,29.75,,4.48,17,35,118,4.15,7.15,12.04,446,6.6,0.058,13.6,0.078,3
2013,Stepfan Taylor,Stanford,RB,69.125,214,8.58,30.13,,4.76,17,30,110,4.5,7.13,12.06,940,5.1,0.047,8,0.052,3
2013,Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,,4.52,20,35.5,122,4.2,6.87,11.33,636,6.2,0.07,10.9,0.13,2
2013,Mike James,Miami (FL),RB,70.5,223,9.68,31.63,,4.53,28,35,115,4.62,,,371,4.4,0.056,8.7,0.075,2
2013,Dennis Johnson,Arkansas,RB,66.75,196,,,,,,,,,,,408,5.9,0.038,8.1,0.063,1
2013,Johnathan Franklin,UCLA,RB,70,205,9.38,30,,4.49,18,31.5,115,4.31,6.89,11.33,846,5.6,0.039,8.9,0.052,1
2013,Cierre Wood,Notre Dame,RB,71.25,213,8.58,30.88,,4.56,16,37.5,124,,,,502,5.4,0.036,7.4,0.038,0
2013,D.J. Harper,Boise St.,RB,69.125,211,10.28,31,,4.52,23,33.5,120,4.35,7.07,11.85,601,5.1,0.071,7.3,0.037,0
2013,George Winn,Cincinnati,RB,70.5,218,9.78,30.88,,4.75,22,34.5,119,,,,340,5.3,0.047,8.4,0,0
2013,Matthew Tucker,TCU,RB,72.375,221,9.28,30.25,,4.55,17,35.5,118,,,,523,5.3,0.067,9,0.034,0
2013,Michael Ford,LSU,RB,69.5,210,9.08,30.38,,4.5,25,38.5,130,4.25,6.87,11.43,251,5.7,0.053,8.6,0.125,0
2013,Montel Harris,Temple,RB,68.25,208,9.38,30.5,,4.68,19,32.5,113,4.18,6.95,,1032,4.9,0.04,7.9,0.051,0
2013,Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,,4.34,,34,121,,,,469,6.4,0.059,9.8,0.048,0
2013,Ray Graham,Pittsburgh,RB,69.125,199,9.58,30.25,,4.8,18,32.5,112,4.21,7.17,11.63,693,5.5,0.054,8.2,0.041,0
2013,Robbie Rouse,Fresno St.,RB,65.75,190,9.28,28.38,,4.8,15,34,114,4.25,6.97,11.56,1008,5.2,0.041,7.2,0.045,0
2013,Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,,4.68,15,31,117,4.44,6.97,11.8,477,5.2,0.067,7.5,0.034,0
2013,Jawan Jamison,Rutgers,RB,67.375,203,8.38,29,,4.68,20,29,110,,,,522,4.1,0.027,10.7,0.056,0
2013,Marcus Lattimore,South Carolina,RB,71.25,219,,,18,4.65,,,,,,,629,4.8,0.068,10.4,0.041,0
2013,Michael Cox,Massachusetts,RB,71.75,222,,,,,,,,,,,231,4.1,0.032,5.3,0,0
2014,Devonta Freeman,Florida St.,RB,68.25,206,9.63,29.38,,4.58,,31.5,116,4.26,7.11,,451,5.6,0.074,10.1,0.021,39
2014,Jeremy Hill,LSU,RB,72.625,233,10.38,32.63,,4.56,20,29,112,,,,371,6.2,0.081,9.8,0,22
2014,Jerick McKinnon,Georgia Southern,RB,68.875,209,8.63,30.25,,4.41,32,40.5,132,4.12,6.83,,0,,,,,22
2014,Isaiah Crowell,Alabama St.,RB,71,224,9.25,31.38,,4.57,23,38,116,,,,193,4.6,0.027,7.4,0.125,20
2014,Carlos Hyde,Ohio St.,RB,71.875,230,9.63,32,9,4.62,19,34.5,113,,,,557,6.1,0.071,8,0.118,20
2014,James White,Wisconsin,RB,69.125,204,8.25,29.25,,4.57,23,32,113,4.2,7.05,11.76,716,6.2,0.07,9.2,0.041,19
2014,Alfred Blue,LSU,RB,74.375,223,9.88,32.38,,4.63,13,32,121,4.5,7.15,,225,6,0.053,6.6,0,14
2014,Charles Sims,West Virginia,RB,72,214,8.25,31,,4.48,17,37.5,125,4.3,7.16,,795,5.9,0.068,10.4,0.054,14
2014,Terrance West,Towson,RB,69.25,225,9.13,31,,4.56,16,33.5,120,,,,0,,,,,12
2014,Damien Williams,Oklahoma,RB,71.25,222,9.13,30.63,,4.45,16,35.5,121,4.25,7.37,11.76,333,5.2,0.062,9.5,0.023,8
2014,Andre Williams,Boston Col.,RB,71.375,230,,,,4.56,,38,128,4.06,7.27,,714,5.3,0.04,6,0,7
2014,Tre Mason,Auburn,RB,68.5,207,9,30,,4.5,,38.5,125,4.15,,,535,5.8,0.062,13.1,0.053,7
2014,DeAnthony Thomas,Oregon,RB,68.625,174,8.13,29.88,,4.5,8,32,123,,,,356,7.8,0.107,11.5,0.133,6
2014,Bishop Sankey,Washington,RB,69.5,209,10,31,,4.49,26,35.5,125,4,6.75,,711,5.4,0.057,8.5,0.015,6
2014,Antonio Andrews,Western Kentucky,RB,70.125,225,9.5,31.25,,4.82,20,29.5,104,4.49,7.24,,703,5.9,0.047,11.3,0.035,4
2014,KaDeem Carey,Arizona,RB,69.375,207,9.5,31.75,,4.7,19,32.5,114,4.38,7.08,,820,5.7,0.065,8.8,0.052,3
2014,Lorenzo Taliaferro,Coastal Carolina,RB,72.25,229,8.38,32,,4.58,18,33,116,4.22,6.88,,0,,,,,3
2014,Kapri Bibbs,Colorado St.,RB,69.375,212,8.5,31.38,,4.67,24,29,104,,,,289,6.2,0.11,7.4,0,2
2014,Silas Redd,USC,RB,69.75,212,9,30.75,,4.7,18,37,122,,,,601,5.2,0.033,7,0.063,1
2014,David Fluellen,Toledo,RB,71.125,224,9.13,33.38,,4.72,,36.5,120,,6.9,,641,5.9,0.05,8.3,0.025,0
2014,George Atkinson,Notre Dame,RB,73.375,218,9.38,33.25,,4.48,19,38,128,4.46,7.07,11.5,163,6.2,0.065,6.5,0,0
2014,Henry Josey,Missouri,RB,68.125,194,9.5,30.25,,4.43,20,34.5,116,4.13,7.07,11.67,419,7,0.076,7.3,0.042,0
2014,James Wilder,Florida St.,RB,74.63,232,9.75,32,,4.86,18,35,121,4.24,6.92,12.03,250,6,0.088,7.6,0.083,0
2014,Josh Harris,Wake Forest,RB,69.875,206,,,,,,,,,,,536,4.6,0.039,6.5,0,0
2014,LaDarius Perkins,Mississippi St.,RB,67.375,195,9.63,31,,4.46,23,35.5,123,4.3,7.08,,598,4.8,0.028,10.5,0.147,0
2014,Rajion Neal,Tennessee,RB,71.125,220,,,,,,,,,,,510,4.9,0.043,9.5,0.076,0
2014,Tim Cornett,UNLV,RB,72.25,209,9.25,31,,4.48,,34.5,124,4.26,7.01,11.72,836,4.9,0.046,6.3,0.03,0
2014,Tim Flanders,Sam Houston St.,RB,68.625,207,,,,4.75,20,32,112,,7.07,,0,,,,,0
2014,Lache Seastrunk,Baylor,RB,69.5,201,9.25,30,,4.51,15,41.5,134,,,,298,7.6,0.062,11.9,0.111,0
2014,Marion Grice,Arizona St.,RB,72,208,,,,,,,,,,,385,5.7,0.085,9.5,0.154,0
2014,Storm Johnson,Central Florida,RB,71.625,209,9.5,32,,4.6,16,35.5,116,,,,376,5.3,0.057,7,0.073,0
2014,Tyler Gaffney,Stanford,RB,71.5,220,9,30.25,,4.49,,36.5,115,4.18,6.78,11.36,518,5.1,0.068,8.3,0.125,0
2015,Todd Gurley,Georgia,RB,72.625,222,10,31.5,12,4.52,17,,,,,,575,6.4,0.071,9.5,0.092,47
2015,Melvin Gordon,Wisconsin,RB,72.625,215,9.75,32.38,20,4.52,19,35,126,4.07,7.04,11,653,7.8,0.071,10.4,0.182,36
2015,David Johnson,Northern Iowa,RB,72.625,224,9.63,31.25,,4.5,25,41.5,127,4.27,6.82,,0,,,,,31
2015,Tevin Coleman,Indiana,RB,71.375,206,8.63,32,,4.59,22,,,,,,506,7.1,0.062,7.1,0,27
2015,Duke Johnson,Miami (FL),RB,69.125,207,9.25,30.38,,4.54,,33.5,121,,,,595,6.7,0.049,10.4,0.058,20
2015,Jay Ajayi,Boise St.,RB,71.75,221,10,32,24,4.57,19,39,121,4.1,7.1,11.1,751,5.6,0.074,10.6,0.068,20
2015,T.J. Yeldon,Alabama,RB,73.25,226,9,31.63,,4.61,22,36,117,4.22,7.19,,622,5.8,0.064,10.7,0.043,20
2015,Javorius Allen,USC,RB,72.5,221,9.38,31.75,12,4.53,11,35.5,121,4.28,6.96,,480,5.5,0.06,11.3,0.032,14
2015,Thomas Rawls,Central Michigan,RB,69,215,9.5,30.75,,4.65,15,35.5,116,,,,294,5.1,0.053,9,0,12
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,,4.6,24,42.5,130,3.95,6.79,11.18,886,5.6,0.048,9.5,0.096,11
2015,Matt Jones,Florida,RB,74.375,231,8.63,32,,4.61,20,31.5,112,4.2,,,316,4.8,0.037,5.3,0.053,10
2015,Mike Davis,South Carolina,RB,69.125,217,9.38,30.25,,4.61,17,34,116,4.18,7,11.65,524,5.4,0.048,10.8,0.029,10
2015,Jeremy Langford,Michigan St.,RB,71.625,208,8.75,31.5,,4.42,,34.5,118,4.32,7.22,,616,5.1,0.069,5.6,0.026,8
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,,4.53,,36.5,118,,7.13,,408,5.6,0.048,10.8,0,5
2015,Corey Grant,Auburn,RB,68.875,201,,,,4.28,,,,,,,149,7.7,0.067,7.1,0.071,4
